ACOUSTICS,,
,,
"MATERIALS SCIENCE, CERAMICS",,
,,
World Rank,Institution,Score
1,China Tsinghua University ,100
2,China Northwestern Polytechnical University ,92.44
3,China Harbin Institute of Technology ,92.08
4,USA Pennsylvania State University ,91.01
5,China Xi'an Jiaotong University ,90.75
6,Taiwan National Cheng Kung University ,89.01
7,China Huazhong University of Science and Technology ,85.04
8,China Zhejiang University ,84.47
9,China Wuhan University of Technology ,84.37
10,China University of Chinese Academy of Sciences ,84.28
,,
,,
,,
,,
"MATERIALS SCIENCE, CHARACTERIZATION & TESTING",,
,,
World Rank,Institution,Score
1,China Harbin Institute of Technology ,100
2,China Shanghai Jiao Tong University ,98.55
3,China Central South University ,89.75
4,China South China University of Technology ,87.8
5,Japan Tohoku University ,87.39
6,China Northwestern Polytechnical University ,86.97
6,China Sichuan University ,86.97
8,China Beihang University ,86.11
8,USA University of Illinois at Urbana–Champaign ,86.11
10,China Tsinghua University ,85.66
,,
,,
,,
,,
"MATERIALS SCIENCE, COATINGS & FILMS",,
,,
World Rank,Institution,Score
1,China Harbin Institute of Technology ,100
2,China Tsinghua University ,97.49
3,China Xi'an Jiaotong University ,96.56
4,China Tianjin University ,96.34
5,China Jilin University ,94.55
6,China Dalian University of Technology ,92.28
7,China Shanghai Jiao Tong University ,91.81
8,China Lanzhou University ,90.72
8,China Sichuan University ,90.72
8,China Zhejiang University ,90.72
,,
,,
,,
,,
"MATERIALS SCIENCE, COMPOSITES",,
,,
World Rank,Institution,Score
1,South Korea KAIST ,100
2,China Harbin Institute of Technology ,98.51
3,China Shanghai Jiao Tong University ,96.06
4,Portugal University of Porto ,95.7
5,Iran Amirkabir University of Technology ,94.42
6,United Kingdom Imperial College London ,92.65
7,China Northwestern Polytechnical University ,92.44
8,Italy Polytechnic University of Turin ,91.81
9,Hong Kong City University of Hong Kong ,90.47
9,United Kingdom University of Bristol ,90.47
,,
,,
,,
,,
"MATERIALS SCIENCE, MULTIDISCIPLINARY",,
,,
World Rank,Institution,Score
1,Singapore Nanyang Technological University ,100
2,USA Massachusetts Institute of Technology ,99.96
3,"USA University of California, Berkeley ",99.57
4,USA Georgia Institute of Technology ,97.49
5,USA Northwestern University ,97.47
6,China Tsinghua University ,97.41
7,Singapore National University of Singapore ,97.3
8,China Peking University ,96.14
9,China University of Science and Technology of China ,96.06
10,USA University of Chicago ,95.89
,,
,,
,,
,,
"MATERIALS SCIENCE, PAPER & WOOD",,
,,
World Rank,Institution,Score
1,China South China University of Technology ,100
2,China Beijing Forestry University ,95.41
3,China Nanjing Forestry University ,92.17
4,China Northeast Forestry University ,89.99
5,"Malaysia Putra University, Malaysia ",88.07
6,Finland Aalto University ,87.52
7,USA North Carolina State University ,84.48
8,"Malaysia University of Science, Malaysia ",78.91
9,Japan University of Tokyo ,77.75
10,Japan Kyoto University ,77.02
10,Sweden Royal Institute of Technology ,77.02
,,
,,
,,
,,
"MATERIALS SCIENCE, TEXTILES",,
,,
World Rank,Institution,Score
1,China South China University of Technology ,100
2,Finland Aalto University ,93.75
3,China East China University of Science and Technology ,92.41
4,China Dalian University of Technology ,90.08
5,Japan Kyoto University ,89.77
6,China Jilin University ,88.81
6,Sweden Royal Institute of Technology ,88.81
8,USA North Carolina State University ,88.14
8,Japan University of Tokyo ,88.14
10,China Shandong University ,87.8
10,China Soochow University (Suzhou) ,87.8
,,
,,
,,
,,
MATHEMATICAL & COMPUTATIONAL BIOLOGY,,
,,
World Rank,Institution,Score
1,USA Harvard University ,100
2,United Kingdom University of Cambridge ,89.03
3,USA Massachusetts Institute of Technology ,88.8
4,"USA University of California, San Diego ",88.45
5,United Kingdom University of Oxford ,86.17
6,USA University of Washington ,86.1
7,USA Stanford University ,86.04
8,"USA University of California, Berkeley ",83.74
9,USA University of Michigan ,83.58
10,Canada University of Toronto ,83.18
,,
,,
,,
,,
MATHEMATICS,,
,,
World Rank,Institution,Score
1,USA Massachusetts Institute of Technology ,100
2,France Pierre-and-Marie-Curie University ,97.42
3,USA Princeton University ,97.06
3,"USA University of California, Berkeley ",97.06
5,France University of Paris-Sud ,96.82
6,USA University of Michigan ,95.47
7,USA University of Wisconsin–Madison ,94.25
8,China Fudan University ,93.81
9,USA University of Chicago ,93.51
10,Canada University of Toronto ,93.39
,,
,,
,,
,,
"MATHEMATICS, APPLIED",,
,,
World Rank,Institution,Score
1,France Pierre-and-Marie-Curie University ,100
2,China Dalian University of Technology ,96.64
2,China Fudan University ,96.64
4,China Peking University ,96.23
5,USA University of Texas at Austin ,96.19
6,China Harbin Institute of Technology ,96.09
7,Italy Sapienza University of Rome ,95.29
8,China Zhejiang University ,95.05
9,China Shanghai Jiao Tong University ,95
10,Brazil University of São Paulo ,94.3
,,
,,
,,
,,
"MATHEMATICS, INTERDISCIPLINARY APPLICATIONS",,
,,
World Rank,Institution,Score
1,USA University of Texas at Austin ,100
2,USA Stanford University ,96.53
3,USA Northwestern University ,94.61
4,Spain Polytechnic University of Catalonia ,94.38
5,USA University of Illinois at Urbana–Champaign ,93.76
6,China Dalian University of Technology ,93.52
7,"USA University of California, San Diego ",92.53
8,USA Massachusetts Institute of Technology ,92.28
9,Singapore National University of Singapore ,91.48
10,Germany Technical University of Munich ,90.65
,,
,,
,,
,,
MECHANICS,,
,,
World Rank,Institution,Score
1,China Xi'an Jiaotong University ,100
2,United Kingdom University of Cambridge ,97.53
3,China Tsinghua University ,96.16
4,United Kingdom Imperial College London ,95.41
5,China Shanghai Jiao Tong University ,95.24
6,USA Massachusetts Institute of Technology ,94.38
7,France Pierre-and-Marie-Curie University ,92.18
8,France Aix-Marseille University ,90.15
9,USA University of Illinois at Urbana–Champaign ,88.67
10,USA University of Texas at Austin ,88.53
,,
,,
,,
,,
MEDICAL ETHICS,,
,,
World Rank,Institution,Score
1,USA Harvard University ,100
2,United Kingdom University of Oxford ,94.85
3,USA Johns Hopkins University ,87.68
4,United Kingdom University of Manchester ,80.45
4,USA University of Pennsylvania ,80.45
6,Norway University of Oslo ,79.1
7,USA Georgetown University ,78.64
8,United Kingdom King's College London ,78.16
9,USA University of Minnesota ,75.59
10,Canada McGill University ,75.04
,,
,,
,,
,,
MEDICAL INFORMATICS,,
,,
World Rank,Institution,Score
1,USA Harvard University ,100
2,USA University of Michigan ,85.11
3,USA Columbia University ,81.55
3,USA University of Washington ,81.55
5,USA Vanderbilt University ,81.11
6,USA Johns Hopkins University ,78.86
6,USA University of Pennsylvania ,78.86
8,USA University of North Carolina at Chapel Hill ,77.4
9,Canada University of Toronto ,77.26
10,USA Stanford University ,75.95
,,
,,
,,
,,
MEDICAL LABORATORY TECHNOLOGY,,
,,
World Rank,Institution,Score
1,USA Harvard University ,100
2,USA University of Utah ,88.36
3,USA Johns Hopkins University ,82.34
3,USA University of Michigan ,82.34
5,USA University of Pittsburgh ,81.37
6,Canada University of Toronto ,80.65
7,USA University of Texas MD Anderson Cancer Center ,78.44
8,USA University of Washington ,78.27
9,USA Baylor College of Medicine ,77.04
10,USA Washington University in St. Louis ,76.86
,,
,,
,,
,,
"MEDICINE, GENERAL & INTERNAL",,
,,
World Rank,Institution,Score
1,USA Harvard University ,100
2,USA Johns Hopkins University ,87.35
3,Canada University of Toronto ,87.22
4,"USA University of California, San Francisco ",86.82
5,USA University of Washington ,85.15
6,United Kingdom University College London ,85.1
7,Australia University of Sydney ,84.92
8,United Kingdom University of Oxford ,84.78
9,USA University of Pennsylvania ,82.61
10,USA Duke University ,81.98
,,
,,
,,
,,
"MEDICINE, LEGAL",,
,,
World Rank,Institution,Score
1,Switzerland University of Lausanne ,100
2,Australia University of Adelaide ,88.19
3,"Australia University of Technology, Sydney ",83.99
4,Germany University of Bonn ,83.23
5,USA Michigan State University ,81.62
6,Italy University of Milan ,81.34
7,Germany Albert Ludwig University of Freiburg ,77.25
7,Australia Monash University ,77.25
7,Switzerland University of Bern ,77.25
10,United Kingdom University of Leicester ,75.02
10,Brazil University of São Paulo ,75.02
,,
,,
,,
,,
"MEDICINE, RESEARCH & EXPERIMENTAL",,
,,
World Rank,Institution,Score
1,USA Harvard University ,100
2,USA University of Pennsylvania ,88.96
3,USA Johns Hopkins University ,85.44
4,USA University of Washington ,83.81
5,USA University of Michigan ,83.4
6,"USA University of California, San Francisco ",82.77
7,Canada University of Toronto ,82.58
8,USA Stanford University ,82.45
9,USA University of North Carolina at Chapel Hill ,81.14
10,USA University of Pittsburgh ,80.49
,,
,,
,,
,,
METALLURGY & METALLURGICAL ENGINEERING,,
,,
World Rank,Institution,Score
1,China Harbin Institute of Technology ,100
2,Japan Tohoku University ,96.76
3,China Northwestern Polytechnical University ,95.98
4,China Central South University ,95.55
5,China University of Science and Technology Beijing ,93.71
6,China Shanghai Jiao Tong University ,92.85
7,China Tsinghua University ,89.05
8,China Xi'an Jiaotong University ,87.93
9,China Zhejiang University ,87.66
10,China Northeastern University (China) ,86.97
,,
,,
,,
,,
METEOROLOGY & ATMOSPHERIC SCIENCES,,
,,
World Rank,Institution,Score
1,USA University of Colorado Boulder ,100
2,United Kingdom University of Reading ,95.03
3,USA Columbia University ,93.55
4,France Versailles Saint-Quentin-en-Yvelines University ,93.14
5,USA California Institute of Technology ,92.28
6,USA University of Washington ,91.74
7,Switzerland Swiss Federal Institute of Technology in Zurich ,91.32
8,France Pierre-and-Marie-Curie University ,90.45
9,United Kingdom University of Leeds ,89.8
10,USA Colorado State University ,89.32
,,
,,
,,
,,
MICROBIOLOGY,,
,,
World Rank,Institution,Score
1,USA Harvard University ,100
2,USA Johns Hopkins University ,96.13
3,USA University of Washington ,92.29
4,United Kingdom University of Oxford ,89.17
5,"USA University of California, San Francisco ",88.68
6,USA Emory University ,87.21
7,USA Cornell University ,87.19
8,USA University of Wisconsin–Madison ,87.14
9,USA Duke University ,85.94
10,United Kingdom Imperial College London ,85.68
,,
,,
,,
,,
MICROSCOPY,,
,,
World Rank,Institution,Score
1,United Kingdom University of Oxford ,100
2,Belgium University of Antwerp ,98.75
3,"USA University of California, Berkeley ",85.54
3,Australia University of Sydney ,85.54
5,Australia Monash University ,83.01
5,United Kingdom University of Cambridge ,83.01
7,USA Arizona State University ,82.56
8,Germany TU Dresden ,80.15
8,Australia University of Melbourne ,80.15
10,Austria Vienna University of Technology ,78.56
,,
,,
,,
,,
MINERALOGY,,
,,
World Rank,Institution,Score
1,China China University of Geosciences (Wuhan) ,100
2,China China University of Geosciences (Beijing) ,96.99
3,Australia Australian National University ,93.63
4,Germany University of Bayreuth ,93.27
5,Australia Macquarie University ,91.35
6,Australia Curtin University ,91.22
6,China University of Chinese Academy of Sciences ,91.22
8,Switzerland Swiss Federal Institute of Technology in Zurich ,90.53
9,Italy University of Padua ,88.76
10,Spain University of Granada ,87.32
,,
,,
,,
,,
MINING & MINERAL PROCESSING,,
,,
World Rank,Institution,Score
1,Germany Karlsruhe Institute of Technology ,100
2,Japan Kyoto University ,99.1
3,Japan Tohoku University ,96.58
4,Japan Kyushu University ,96
5,"USA University of California, San Diego ",92.15
6,USA University of Chicago ,90.5
7,Sweden Royal Institute of Technology ,88.31
8,USA University of Wisconsin–Madison ,83.58
9,Japan Hokkaido University ,83.41
9,USA Princeton University ,83.41
,,
,,
,,
,,
MULTIDISCIPLINARY SCIENCES,,
,,
World Rank,Institution,Score
1,USA Harvard University ,100
2,USA Stanford University ,89.44
3,USA Massachusetts Institute of Technology ,88.77
4,United Kingdom University of Oxford ,88.53
5,USA Johns Hopkins University ,87.84
6,"USA University of California, Berkeley ",87.7
7,"USA University of California, San Diego ",87.27
8,United Kingdom University of Cambridge ,87.11
9,United Kingdom University College London ,86.74
10,Canada University of Toronto ,86.34
,,
,,
,,
,,
MYCOLOGY,,
,,
World Rank,Institution,Score
1,Thailand Mae Fah Luang University ,100
2,South Africa University of Pretoria ,98.03
3,Netherlands Wageningen University and Research Centre ,95.44
4,USA Duke University ,95.01
5,Netherlands Utrecht University ,93.67
6,USA University of Minnesota ,88.44
7,USA University of Wisconsin–Madison ,84.52
8,USA Oregon State University ,83.42
8,USA University of Florida ,83.42
10,USA University of Arkansas - Fayetteville ,82.65
10,"USA University of California, Berkeley ",82.65
,,
,,
,,
,,
NANOSCIENCE & NANOTECHNOLOGY,,
,,
World Rank,Institution,Score
1,"USA University of California, Berkeley ",100
2,USA Massachusetts Institute of Technology ,98.88
3,USA Georgia Institute of Technology ,96.51
4,USA Northwestern University ,96.16
5,Singapore Nanyang Technological University ,94.43
6,USA Stanford University ,94.31
7,USA University of Chicago ,93.79
8,China Peking University ,93.19
9,Singapore National University of Singapore ,93.01
10,United Kingdom University of Cambridge ,92.21
,,
,,
,,
,,
NEUROIMAGING,,
,,
World Rank,Institution,Score
1,USA Harvard University ,100
2,United Kingdom University College London ,99.7
3,United Kingdom University of Oxford ,89.98
4,"USA University of California, Los Angeles ",87.09
5,Canada McGill University ,84.58
6,Germany Humboldt University of Berlin ,84.5
7,Germany Free University of Berlin ,84.27
8,Canada University of Toronto ,83.21
9,USA University of Pennsylvania ,82.51
10,"USA University of California, San Diego ",82.43
,,
,,
,,
,,
NEUROSCIENCES,,
,,
World Rank,Institution,Score
1,USA Harvard University ,100
2,United Kingdom University College London ,96.78
3,"USA University of California, San Francisco ",89.99
4,USA Johns Hopkins University ,89.9
5,"USA University of California, Los Angeles ",89.42
6,Canada University of Toronto ,89.4
7,USA Yale University ,88.69
8,United Kingdom University of Oxford ,88.53
9,"USA University of California, San Diego ",88.43
10,USA University of Pennsylvania ,88.24
,,
,,
,,
,,
NUCLEAR SCIENCE & TECHNOLOGY,,
,,
World Rank,Institution,Score
1,USA University of Chicago ,100
2,Japan Kyoto University ,99.41
3,Japan Tohoku University ,96.41
4,"USA University of California, Berkeley ",95.52
5,Japan University of Tokyo ,95.42
6,Germany Karlsruhe Institute of Technology ,94.48
7,Japan Osaka University ,92.02
8,France University of Paris-Sud ,90.7
9,Portugal University of Lisbon ,88.27
9,USA University of Michigan ,88.27
,,
,,
,,
,,
NURSING,,
,,
World Rank,Institution,Score
1,Sweden Karolinska Institute ,100
2,United Kingdom King's College London ,91.61
3,United Kingdom University of Manchester ,91.37
4,Australia Western Sydney University ,91.12
5,Australia Griffith University ,90.96
6,"Australia University of Technology, Sydney ",90.87
7,Australia University of Sydney ,89.48
8,Taiwan Chang Gung University ,88.74
9,"USA University of California, San Francisco ",88.64
10,Sweden Uppsala University ,87.86
,,
,,
,,
,,
NUTRITION & DIETETICS,,
,,
World Rank,Institution,Score
1,USA Harvard University ,100
2,Denmark University of Copenhagen ,90.57
3,Netherlands Wageningen University and Research Centre ,88.3
4,USA Tufts University ,87.74
5,Netherlands Maastricht University ,86.69
6,USA University of Minnesota ,84.49
7,"USA University of California, Davis ",84.44
8,USA Louisiana State University ,83.84
9,USA University of North Carolina at Chapel Hill ,83.61
10,USA Johns Hopkins University ,83.27
,,
,,
,,
,,
OBSTETRICS & GYNECOLOGY,,
,,
World Rank,Institution,Score
1,USA Harvard University ,100
2,"USA University of California, San Francisco ",93.81
3,USA Columbia University ,93.23
4,USA University of Pittsburgh ,92.81
5,USA University of North Carolina at Chapel Hill ,89.51
6,Belgium Katholieke Universiteit Leuven ,88.43
7,USA University of Alabama at Birmingham ,88.36
8,Denmark University of Copenhagen ,88.01
9,United Kingdom University College London ,87.62
9,Canada University of Toronto ,87.62
,,
,,
,,
,,
OCEANOGRAPHY,,
,,
World Rank,Institution,Score
1,"USA University of California, San Diego ",100
2,USA University of Washington ,99.93
3,USA Oregon State University ,97.8
4,United Kingdom University of Southampton ,91.55
5,France Pierre-and-Marie-Curie University ,89.66
6,USA University of Hawaii at Manoa ,88.69
7,Australia University of Tasmania ,88.34
8,"USA University of California, Santa Cruz ",88.19
9,USA University of Miami ,87.59
10,"USA University of California, Santa Barbara ",86.74
,,
,,
,,
,,
ONCOLOGY,,
,,
World Rank,Institution,Score
1,USA Harvard University ,100
2,USA University of Texas MD Anderson Cancer Center ,98.83
3,Canada University of Toronto ,91.05
4,USA Johns Hopkins University ,87.48
5,Sweden Karolinska Institute ,85.74
6,"USA University of California, San Francisco ",85.54
7,Germany Ruprecht Karl University of Heidelberg ,84.36
8,USA Duke University ,84.03
9,USA University of Michigan ,84.02
10,USA University of Pennsylvania ,83.98
,,
,,
,,
,,
OPERATIONS RESEARCH & MANAGEMENT SCIENCE,,
,,
World Rank,Institution,Score
1,Hong Kong Hong Kong Polytechnic University ,100
2,Taiwan National Cheng Kung University ,93
3,Hong Kong City University of Hong Kong ,91.28
4,USA Massachusetts Institute of Technology ,90.97
5,Singapore National University of Singapore ,90.41
6,Taiwan National Taiwan University of Science and Technology ,89.01
7,Canada University of Montreal ,88.66
8,Taiwan National Chiao Tung University ,88.45
9,USA Georgia Institute of Technology ,88.23
10,"USA University of California, Berkeley ",85.2
,,
,,
,,
,,
OPHTHALMOLOGY,,
,,
World Rank,Institution,Score
1,United Kingdom University College London ,100
2,USA Harvard University ,96.91
3,USA Johns Hopkins University ,96.26
4,Australia University of Melbourne ,92.91
5,Singapore National University of Singapore ,91.27
6,Australia University of Sydney ,89.56
7,USA University of Southern California ,86.83
8,USA University of Miami ,86.72
9,"USA University of California, Los Angeles ",86.57
10,"USA University of California, San Diego ",85.7
,,
,,
,,
,,
OPTICS,,
,,
World Rank,Institution,Score
1,USA Massachusetts Institute of Technology ,100
2,China Huazhong University of Science and Technology ,99.04
3,China Zhejiang University ,98.11
4,Singapore Nanyang Technological University ,96.18
5,Denmark Technical University of Denmark ,95.4
6,China Tsinghua University ,95.21
7,Germany University of Jena ,94.67
8,Taiwan National Chiao Tung University ,94.08
9,United Kingdom University of Southampton ,93.93
10,Singapore National University of Singapore ,92.84
,,
,,
,,
,,
ORNITHOLOGY,,
,,
World Rank,Institution,Score
1,Netherlands University of Groningen ,100
2,USA Cornell University ,96.06
3,Sweden Lund University ,90.22
3,South Africa University of Cape Town ,90.22
5,France University of Montpellier ,86.37
6,Denmark Aarhus University ,85.51
7,USA University of Alaska Fairbanks ,83.69
8,Mexico National Autonomous University of Mexico ,83.21
8,United Kingdom University of St Andrews ,83.21
10,Spain University of Castilla–La Mancha ,82.22
10,Canada University of Saskatchewan ,82.22
,,
,,
,,
,,
ORTHOPEDICS,,
,,
World Rank,Institution,Score
1,USA Harvard University ,100
2,USA Rush University ,92.05
3,USA Washington University in St. Louis ,91.61
4,"USA University of California, San Francisco ",90.97
5,USA University of Pittsburgh ,90.63
6,Canada University of Toronto ,89.85
7,USA Thomas Jefferson University ,89.66
8,USA University of Pennsylvania ,87.43
9,USA Stanford University ,84.14
10,USA New York University ,84.06
,,
,,
,,
,,
OTORHINOLARYNGOLOGY,,
,,
World Rank,Institution,Score
1,USA Harvard University ,100
2,USA Johns Hopkins University ,91
3,USA University of Pittsburgh ,89.56
4,Canada University of Toronto ,87.13
5,USA University of Michigan ,84.23
6,USA Oregon Health & Science University ,83.44
7,USA Vanderbilt University ,82.44
8,USA University of Texas MD Anderson Cancer Center ,82.2
9,USA Washington University in St. Louis ,81.37
10,USA University of Washington ,81.2
,,
,,
,,
,,
PALEONTOLOGY,,
,,
World Rank,Institution,Score
1,United Kingdom University of Bristol ,100
2,Germany University of Bremen ,95.23
3,Canada University of Alberta ,91.57
4,France Pierre-and-Marie-Curie University ,90.89
5,USA Columbia University ,90.54
6,Netherlands Utrecht University ,90
7,United Kingdom University of Cambridge ,89.06
8,France Claude Bernard University Lyon 1 ,87.88
9,United Kingdom University of Oxford ,87.05
10,France University of Montpellier ,84.81
10,Canada University of Toronto ,84.81
,,
,,
,,
,,
PARASITOLOGY,,
,,
World Rank,Institution,Score
1,USA Harvard University ,100
2,United Kingdom London School of Hygiene & Tropical Medicine ,93.64
3,United Kingdom University of Oxford ,93.58
4,United Kingdom Imperial College London ,92.21
5,USA Johns Hopkins University ,91.05
6,"USA University of California, San Francisco ",90.31
7,Switzerland University of Basel ,89
8,USA University of Washington ,87.49
9,Australia University of Melbourne ,87.29
10,USA University of Pennsylvania ,87.19
,,
,,
,,
,,
PATHOLOGY,,
,,
World Rank,Institution,Score
1,USA Harvard University ,100
2,USA Johns Hopkins University ,91.57
3,USA University of Texas MD Anderson Cancer Center ,89.95
4,USA University of Pittsburgh ,85.98
5,Canada University of Toronto ,85.15
6,USA University of Michigan ,81.79
7,"USA University of California, San Francisco ",81.2
8,USA Stanford University ,80.17
9,USA University of Pennsylvania ,80.05
10,USA Emory University ,79.74
,,
,,
,,
,,
PEDIATRICS,,
,,
World Rank,Institution,Score
1,USA Harvard University ,100
2,USA University of Pennsylvania ,94.32
3,Canada University of Toronto ,91.22
4,USA Johns Hopkins University ,89.31
5,United Kingdom University College London ,89.13
6,USA Baylor College of Medicine ,88.52
7,USA University of Washington ,85.66
8,USA Ohio State University ,84.98
9,"USA University of California, San Francisco ",84.84
10,Sweden Karolinska Institute ,84.76
,,
,,
,,
,,
PERIPHERAL VASCULAR DISEASE,,
,,
World Rank,Institution,Score
1,USA Harvard University ,100
2,USA Johns Hopkins University ,83.42
3,Canada University of Toronto ,83.12
4,"USA University of California, Los Angeles ",82.18
5,USA University of Washington ,81.64
6,Netherlands Utrecht University ,81.02
7,USA Duke University ,80.92
8,USA University of Pennsylvania ,80.76
9,USA Columbia University ,80.45
10,Netherlands Leiden University ,79.94
,,
,,
,,
,,
PHARMACOLOGY & PHARMACY,,
,,
World Rank,Institution,Score
1,USA Harvard University ,100
2,United Kingdom University College London ,94.55
3,Canada University of Toronto ,93.74
4,Spain University of Barcelona ,93.67
5,Netherlands Utrecht University ,92.45
6,South Korea Seoul National University ,92.38
7,Denmark University of Copenhagen ,92.25
7,USA University of North Carolina at Chapel Hill ,92.25
9,"USA University of California, San Diego ",91.94
10,USA University of Michigan ,91.46
,,
,,
,,
,,
"PHYSICS, APPLIED",,
,,
World Rank,Institution,Score
1,Singapore Nanyang Technological University ,100
2,Singapore National University of Singapore ,99.24
3,USA Massachusetts Institute of Technology ,98.69
4,"USA University of California, Berkeley ",98.26
5,China Tsinghua University ,97.97
6,Japan Tohoku University ,97.33
7,United Kingdom University of Cambridge ,96.66
8,Japan University of Tokyo ,96.1
9,China Peking University ,95.52
10,China Nanjing University ,95.38
,,
,,
,,
,,
"PHYSICS, ATOMIC, MOLECULAR & CHEMICAL",,
,,
World Rank,Institution,Score
1,France Pierre-and-Marie-Curie University ,100
2,United Kingdom University of Oxford ,98.66
3,"USA University of California, Berkeley ",98.56
4,United Kingdom University College London ,97.21
5,China University of Science and Technology of China ,97.1
6,France University of Paris-Sud ,95.31
7,China Tsinghua University ,94.8
8,China Jilin University ,94.54
9,United Kingdom University of Cambridge ,94.28
9,Japan University of Tokyo ,94.28
,,
,,
,,
,,
"PHYSICS, CONDENSED MATTER",,
,,
World Rank,Institution,Score
1,"USA University of California, Berkeley ",100
2,USA Massachusetts Institute of Technology ,98.5
3,USA Stanford University ,94.61
4,USA Harvard University ,92.91
5,Japan University of Tokyo ,91.03
6,United Kingdom University of Cambridge ,90.75
7,USA University of Chicago ,89.89
8,USA Northwestern University ,89.63
9,USA Georgia Institute of Technology ,88.77
10,USA University of Illinois at Urbana–Champaign ,88.62
,,
,,
,,
,,
"PHYSICS, FLUIDS & PLASMAS",,
,,
World Rank,Institution,Score
1,France Pierre-and-Marie-Curie University ,100
2,Germany Humboldt University of Berlin ,89.2
3,Switzerland Swiss Federal Institute of Technology in Zurich ,88.41
4,France University of Paris-Sud ,87.17
5,Japan University of Tokyo ,86.75
6,Italy Sapienza University of Rome ,84.94
6,Israel Tel Aviv University ,84.94
8,United Kingdom Imperial College London ,84.47
8,USA Massachusetts Institute of Technology ,84.47
10,France Grenoble Alpes University ,83.49
,,
,,
,,
,,
"PHYSICS, MATHEMATICAL",,
,,
World Rank,Institution,Score
1,France Pierre-and-Marie-Curie University ,100
2,Switzerland Swiss Federal Institute of Technology in Zurich ,93.91
3,USA Princeton University ,93.52
4,USA Massachusetts Institute of Technology ,93.13
5,France University of Paris-Sud ,91.68
6,"USA University of California, Berkeley ",91.24
7,USA Harvard University ,91.02
8,Italy Sapienza University of Rome ,90.8
8,Japan University of Tokyo ,90.8
10,United Kingdom Imperial College London ,88.92
,,
,,
,,
,,
"PHYSICS, MULTIDISCIPLINARY",,
,,
World Rank,Institution,Score
1,France Pierre-and-Marie-Curie University ,100
2,USA Massachusetts Institute of Technology ,99.55
3,Japan University of Tokyo ,99.02
4,USA University of Chicago ,98.95
5,"USA University of California, Berkeley ",97.41
6,France University of Paris-Sud ,97.27
7,USA Harvard University ,97.1
8,United Kingdom University of Oxford ,95.48
9,"USA University of Maryland, College Park ",94.78
10,USA Princeton University ,94.73
,,
,,
,,
,,
"PHYSICS, NUCLEAR",,
,,
World Rank,Institution,Score
1,USA University of Chicago ,100
2,Japan University of Tokyo ,99.76
3,Russia Lomonosov Moscow State University ,97.44
4,France University of Paris-Sud ,96.79
5,Italy Sapienza University of Rome ,95.31
6,USA Michigan State University ,93.88
7,Czech Republic Charles University in Prague ,92.38
8,USA Ohio State University ,92.35
9,Italy University of Bologna ,91.96
10,USA Massachusetts Institute of Technology ,91.68
,,
,,
,,
,,
"PHYSICS, PARTICLES & FIELDS",,
,,
World Rank,Institution,Score
1,USA University of Chicago ,100
2,Japan University of Tokyo ,95.84
3,France Pierre-and-Marie-Curie University ,95.78
4,Italy Sapienza University of Rome ,94.9
5,USA Massachusetts Institute of Technology ,94.84
6,USA California Institute of Technology ,93.13
7,France Paris Diderot University - Paris 7 ,92.44
8,Spain University of Valencia ,92.37
9,"USA University of California, Berkeley ",91.73
9,France University of Paris-Sud ,91.73
,,
,,
,,
,,
PHYSIOLOGY,,
,,
World Rank,Institution,Score
1,USA Harvard University ,100
2,Denmark University of Copenhagen ,95.8
3,USA Johns Hopkins University ,92.62
4,United Kingdom University College London ,90.48
5,"USA University of California, San Diego ",90.43
6,USA Pennsylvania State University ,89.98
7,Canada University of Toronto ,89.31
8,USA University of Pittsburgh ,88.67
9,"USA University of California, Los Angeles ",87.89
10,Canada University of British Columbia ,87.07
,,
,,
,,
,,
PLANNING & DEVELOPMENT,,
,,
World Rank,Institution,Score
1,United Kingdom University of Manchester ,100
2,United Kingdom University of Sussex ,97.9
3,United Kingdom University of Oxford ,93.81
4,Netherlands Utrecht University ,91.91
5,Netherlands Erasmus University Rotterdam ,89.81
5,United Kingdom University of Cambridge ,89.81
7,United Kingdom London School of Economics ,88.9
8,Belgium Katholieke Universiteit Leuven ,88.43
9,"USA University of California, Berkeley ",87.95
10,USA Harvard University ,85.07
,,
,,
,,
,,
PLANT SCIENCES,,
,,
World Rank,Institution,Score
1,Japan University of Tokyo ,100
2,Netherlands Wageningen University and Research Centre ,99.5
3,"USA University of California, Davis ",99.06
4,China China Agricultural University ,97.79
5,USA Cornell University ,97.74
6,Australia University of Western Australia ,96.44
7,China University of Chinese Academy of Sciences ,96.08
8,Belgium Ghent University ,95.68
9,China Zhejiang University ,94.86
10,USA Michigan State University ,94.33
,,
,,
,,
,,
POLITICAL SCIENCE,,
,,
World Rank,Institution,Score
1,USA Harvard University ,100
2,United Kingdom University of Oxford ,97.08
3,USA University of Michigan ,94.75
4,USA Princeton University ,94.16
5,USA Yale University ,93.21
6,United Kingdom London School of Economics ,93.14
6,USA Stanford University ,93.14
8,USA New York University ,90.22
9,USA Duke University ,89.54
10,United Kingdom University of Essex ,88.56
,,
,,
,,
,,
POLYMER SCIENCE,,
,,
World Rank,Institution,Score
1,China Zhejiang University ,100
2,Japan Kyoto University ,97.69
3,China University of Science and Technology of China ,96.9
4,Singapore National University of Singapore ,95.76
5,China South China University of Technology ,94.78
6,USA Massachusetts Institute of Technology ,94.53
7,Netherlands Eindhoven University of Technology ,93.96
8,Japan Tokyo Institute of Technology ,93.7
