ACOUSTICS,,
,,
5,Sweden Karolinska Institute ,85.01
6,USA University of Michigan ,84.69
7,USA Johns Hopkins University ,84.27
8,USA University of Washington ,83.6
9,USA University of Pennsylvania ,83.38
10,USA Columbia University ,83.16
,,
,,
,,
,,
ENERGY & FUELS,,
,,
World Rank,Institution,Score
1,China Harbin Institute of Technology ,100
2,China University of Chinese Academy of Sciences ,99.55
3,China Tsinghua University ,99.45
4,China Zhejiang University ,99.03
5,China University of Science and Technology of China ,96.18
6,China South China University of Technology ,94.92
7,Singapore Nanyang Technological University ,93.62
8,China Shanghai Jiao Tong University ,93.31
9,China Tianjin University ,91.16
10,China Fudan University ,90.55
,,
,,
,,
,,
"ENGINEERING, AEROSPACE",,
,,
World Rank,Institution,Score
1,Israel Technion – Israel Institute of Technology ,100
2,USA Georgia Institute of Technology ,99.31
3,USA University of Michigan ,97.99
4,Netherlands Delft University of Technology ,97.84
5,USA Virginia Polytechnic Institute and State University ,94.55
6,USA Texas A&M University ,94.01
7,USA University of Colorado Boulder ,93.82
8,China Beihang University ,93.45
9,USA University of Texas at Austin ,90.39
10,USA Massachusetts Institute of Technology ,90.17
,,
,,
,,
,,
"ENGINEERING, BIOMEDICAL",,
,,
World Rank,Institution,Score
1,USA Harvard University ,100
2,USA Stanford University ,88.74
3,USA Massachusetts Institute of Technology ,87.85
4,Canada University of Toronto ,87.26
5,Singapore National University of Singapore ,87.14
6,USA University of Michigan ,86.06
7,USA Johns Hopkins University ,85.71
8,China Shanghai Jiao Tong University ,85.35
9,United Kingdom University College London ,85.03
10,USA University of Pittsburgh ,84.84
,,
,,
,,
,,
"ENGINEERING, CHEMICAL",,
,,
World Rank,Institution,Score
1,China Tsinghua University ,100
2,China Tianjin University ,98.53
3,China Zhejiang University ,97.96
4,Singapore National University of Singapore ,94.33
5,China East China University of Science and Technology ,93.83
6,China Beijing University of Chemical Technology ,92.97
7,Singapore Nanyang Technological University ,91.51
8,China Dalian University of Technology ,90.63
9,China University of Chinese Academy of Sciences ,90.3
10,China University of Science and Technology of China ,90.21
,,
,,
,,
,,
"ENGINEERING, CIVIL",,
,,
World Rank,Institution,Score
1,China Tongji University ,100
2,China Tsinghua University ,97.43
3,China Zhejiang University ,97.22
4,Hong Kong Hong Kong Polytechnic University ,94.73
5,China Harbin Institute of Technology ,93.19
6,Taiwan National Taiwan University ,92.81
7,China Southeast University (China) ,91.67
8,Portugal University of Lisbon ,90.44
9,China Shanghai Jiao Tong University ,90.05
10,China Dalian University of Technology ,89.32
,,
,,
,,
,,
"ENGINEERING, ELECTRICAL & ELECTRONIC",,
,,
World Rank,Institution,Score
1,Singapore Nanyang Technological University ,100
2,China Tsinghua University ,97.62
3,Taiwan National Chiao Tung University ,97.58
4,Singapore National University of Singapore ,95.85
5,USA Massachusetts Institute of Technology ,95.71
6,USA Georgia Institute of Technology ,93.77
7,Hong Kong City University of Hong Kong ,93.75
8,USA Stanford University ,92.97
9,China Zhejiang University ,92.87
10,South Korea KAIST ,92.69
,,
,,
,,
,,
"ENGINEERING, ENVIRONMENTAL",,
,,
World Rank,Institution,Score
1,Switzerland Swiss Federal Institute of Technology in Zurich ,100
2,"USA University of California, Berkeley ",96.97
3,China Tsinghua University ,96.42
4,China Zhejiang University ,96.18
5,China Nanjing University ,95.27
6,Australia University of Queensland ,93.91
7,China Tongji University ,92.91
8,China Peking University ,92.51
9,USA Stanford University ,92.15
10,China Harbin Institute of Technology ,92.02
,,
,,
,,
,,
"ENGINEERING, GEOLOGICAL",,
,,
World Rank,Institution,Score
1,Australia University of Western Australia ,100
2,China Tongji University ,91.78
3,"USA University of California, Berkeley ",91.33
4,Taiwan National Taiwan University ,90.86
5,United Kingdom Imperial College London ,90.39
6,Hong Kong Hong Kong University of Science and Technology ,89.73
7,United Kingdom University of Cambridge ,85.46
8,China China University of Mining and Technology (CUMT) ,84.83
9,Singapore Nanyang Technological University ,84.17
10,Japan Kyoto University ,83.26
,,
,,
,,
,,
"ENGINEERING, INDUSTRIAL",,
,,
World Rank,Institution,Score
1,Hong Kong Hong Kong Polytechnic University ,100
2,China Shanghai Jiao Tong University ,98.33
3,Canada University of Montreal ,91.37
4,China Tsinghua University ,90.6
5,China Harbin Institute of Technology ,90.03
6,China Huazhong University of Science and Technology ,88.07
7,Hong Kong City University of Hong Kong ,85.27
8,China Northeastern University (China) ,84.97
9,Singapore National University of Singapore ,84.81
10,Taiwan National Taiwan University of Science and Technology ,84.65
,,
,,
,,
,,
"ENGINEERING, MANUFACTURING",,
,,
World Rank,Institution,Score
1,China Shanghai Jiao Tong University ,100
2,China Harbin Institute of Technology ,97.88
3,China Huazhong University of Science and Technology ,95.44
4,Hong Kong Hong Kong Polytechnic University ,91.23
5,China Shandong University ,89.48
6,China Tsinghua University ,87.84
7,China Dalian University of Technology ,87.68
8,China Nanjing University of Aeronautics and Astronautics ,87.6
9,China Northwestern Polytechnical University ,87.28
10,Iran University of Tehran ,86.01
,,
,,
,,
,,
"ENGINEERING, MARINE",,
,,
World Rank,Institution,Score
1,China Shanghai Jiao Tong University ,100
2,Portugal University of Lisbon ,97.55
3,China Dalian University of Technology ,97.35
4,Norway Norwegian University of Science and Technology ,92.11
5,United Kingdom University of Strathclyde ,90.5
6,China Harbin Engineering University ,86.17
7,South Korea Seoul National University ,84.75
8,South Korea Pusan National University ,83.61
9,Australia University of Western Australia ,82.82
10,Turkey Istanbul Technical University ,79.32
,,
,,
,,
,,
"ENGINEERING, MECHANICAL",,
,,
World Rank,Institution,Score
1,China Xi'an Jiaotong University ,100
2,China Shanghai Jiao Tong University ,95.6
3,China Tsinghua University ,94.67
4,China Huazhong University of Science and Technology ,89.04
5,USA Purdue University ,87.53
6,China Zhejiang University ,86.78
7,China Beihang University ,86.65
8,China Harbin Institute of Technology ,86.18
9,China University of Science and Technology of China ,86.04
10,Hong Kong Hong Kong Polytechnic University ,84.65
,,
,,
,,
,,
"ENGINEERING, MULTIDISCIPLINARY",,
,,
World Rank,Institution,Score
1,USA Stanford University ,100
1,China Tsinghua University ,100
3,USA University of Texas at Austin ,99.04
4,Spain Polytechnic University of Catalonia ,96.03
5,China Xi'an Jiaotong University ,95.84
6,Netherlands Delft University of Technology ,95.04
7,China Dalian University of Technology ,94.94
7,China Harbin Institute of Technology ,94.94
9,United Kingdom University of Cambridge ,94.1
10,China Shanghai Jiao Tong University ,92.77
,,
,,
,,
,,
"ENGINEERING, OCEAN",,
,,
World Rank,Institution,Score
1,China Dalian University of Technology ,100
2,China Shanghai Jiao Tong University ,97.95
3,Portugal University of Lisbon ,96.59
4,USA University of Oklahoma ,95.87
5,Netherlands Delft University of Technology ,94.93
6,Norway Norwegian University of Science and Technology ,94.73
7,USA Colorado State University ,93.12
8,USA University of Colorado Boulder ,88.94
9,United Kingdom University of Strathclyde ,88.68
10,United Kingdom University of Southampton ,88.15
10,Australia University of Western Australia ,88.15
,,
,,
,,
,,
"ENGINEERING, PETROLEUM",,
,,
World Rank,Institution,Score
1,China China University of Petroleum (Beijing) ,100
2,USA University of Texas at Austin ,92.96
3,China China University of Petroleum (East China) ,92.7
4,Iran University of Tehran ,89.07
5,Canada University of Alberta ,86.48
6,Canada University of Calgary ,85.78
7,Iran Petroleum University of Technology ,80.99
8,China Southwest Petroleum University ,80.08
9,USA Texas A&M University ,79.61
10,China China University of Geosciences (Beijing) ,78.12
,,
,,
,,
,,
ENTOMOLOGY,,
,,
World Rank,Institution,Score
1,USA University of Florida ,100
2,"USA University of California, Riverside ",95.23
3,USA Cornell University ,91.95
4,USA Kansas State University ,91.29
5,USA North Carolina State University ,90.88
6,USA Michigan State University ,90.74
7,"USA University of California, Davis ",89.88
8,USA University of Georgia ,88.98
9,China Nanjing Agricultural University ,86.74
9,Brazil University of São Paulo ,86.74
,,
,,
,,
,,
ENVIRONMENTAL SCIENCES,,
,,
World Rank,Institution,Score
1,"USA University of California, Berkeley ",100
2,Switzerland Swiss Federal Institute of Technology in Zurich ,97.42
3,China Tsinghua University ,96.18
4,China Peking University ,94.68
5,"USA University of California, Davis ",93.74
6,Australia University of Queensland ,93.37
7,USA Stanford University ,92.66
8,USA Harvard University ,92.42
9,Netherlands Wageningen University and Research Centre ,92.11
10,China University of Chinese Academy of Sciences ,92
,,
,,
,,
,,
ENVIRONMENTAL STUDIES,,
,,
World Rank,Institution,Score
1,Netherlands Wageningen University and Research Centre ,100
2,"USA University of California, Berkeley ",99.85
3,United Kingdom University of Oxford ,98.01
4,Netherlands VU University Amsterdam ,96.41
5,United Kingdom University of Leeds ,96.05
6,United Kingdom University of Cambridge ,95.22
7,Switzerland Swiss Federal Institute of Technology in Zurich ,93.85
8,Spain Autonomous University of Barcelona ,93.44
8,Australia University of Queensland ,93.44
10,United Kingdom University of Manchester ,93.33
,,
,,
,,
,,
ERGONOMICS,,
,,
World Rank,Institution,Score
1,Australia Monash University ,100
2,Australia Queensland University of Technology ,98.14
3,Australia University of New South Wales ,92.21
4,USA University of Central Florida ,90.74
5,USA University of Michigan ,88.49
6,Canada University of Toronto ,82.23
7,USA Virginia Polytechnic Institute and State University ,81.3
8,Australia University of Sydney ,80.82
9,Australia University of Queensland ,80.33
10,USA University of Alabama at Birmingham ,77.69
,,
,,
,,
,,
ETHICS,,
,,
World Rank,Institution,Score
1,United Kingdom University of Oxford ,100
2,Netherlands Erasmus University Rotterdam ,95.92
3,Canada York University ,92.03
4,United Kingdom University of Manchester ,90.56
5,Australia Monash University ,88.65
6,USA University of Pennsylvania ,88.31
7,USA Harvard University ,87.97
8,Australia University of Melbourne ,85.8
9,United Kingdom King's College London ,82.07
10,Spain University of Navarra ,81.61
,,
,,
,,
,,
ETHNIC STUDIES,,
,,
World Rank,Institution,Score
1,United Kingdom University of Oxford ,100
2,"USA University of California, Los Angeles ",96.28
3,Netherlands University of Amsterdam ,94.42
4,United Kingdom University of Sussex ,90.21
5,USA Harvard University ,87.8
6,Canada University of Toronto ,85.81
7,USA Arizona State University ,85.11
7,United Kingdom University of Manchester ,85.11
7,USA University of Michigan ,85.11
7,Netherlands Utrecht University ,85.11
,,
,,
,,
,,
EVOLUTIONARY BIOLOGY,,
,,
World Rank,Institution,Score
1,United Kingdom University of Oxford ,100
2,United Kingdom University of Cambridge ,98.18
3,USA Harvard University ,96.74
4,"USA University of California, Berkeley ",95.37
5,USA Cornell University ,94.85
6,France University of Montpellier ,94.58
7,Sweden Uppsala University ,93.02
8,Canada University of British Columbia ,92.79
9,United Kingdom University of Edinburgh ,92.49
10,"USA University of California, Davis ",92.41
,,
,,
,,
,,
FAMILY STUDIES,,
,,
World Rank,Institution,Score
1,USA Pennsylvania State University ,100
2,USA University of Michigan ,94.45
3,"USA University of California, Los Angeles ",91.4
4,USA University of North Carolina at Chapel Hill ,90.26
5,USA Columbia University ,89.76
5,USA University of Washington ,89.76
7,USA University of Texas at Austin ,87.19
7,Canada University of Toronto ,87.19
9,USA Arizona State University ,86.38
10,USA Harvard University ,86.18
,,
,,
,,
,,
FISHERIES,,
,,
World Rank,Institution,Score
1,China Ocean University of China ,100
2,Norway University of Bergen ,94.63
3,Netherlands Wageningen University and Research Centre ,94.08
4,USA University of Washington ,93.75
5,Denmark Technical University of Denmark ,93
6,China University of Chinese Academy of Sciences ,92.92
7,Australia University of Tasmania ,90.04
8,Norway Norwegian University of Life Sciences ,89.63
9,Canada University of British Columbia ,89
10,China Sun Yat-sen University ,86.59
,,
,,
,,
,,
FOOD SCIENCE & TECHNOLOGY,,
,,
World Rank,Institution,Score
1,Netherlands Wageningen University and Research Centre ,100
2,China China Agricultural University ,97.45
3,China Jiangnan University ,96.59
4,Canada University of Guelph ,94.11
5,Belgium Ghent University ,93.88
6,Brazil University of São Paulo ,93.03
7,USA Cornell University ,93
8,USA University of Wisconsin–Madison ,92.89
9,China Zhejiang University ,92.48
10,Portugal University of Porto ,91.92
,,
,,
,,
,,
FORESTRY,,
,,
World Rank,Institution,Score
1,Sweden Swedish University of Agricultural Sciences ,100
2,USA Oregon State University ,99.43
3,Canada University of British Columbia ,95.44
4,Finland University of Helsinki ,94.16
5,Canada University of Alberta ,93.28
6,Canada University of Québec at Montreal ,87.21
7,Canada Laval University ,87.11
8,Australia University of Melbourne ,86.7
9,Netherlands Wageningen University and Research Centre ,86.6
10,"USA University of California, Berkeley ",86.08
,,
,,
,,
,,
GASTROENTEROLOGY & HEPATOLOGY,,
,,
World Rank,Institution,Score
1,USA Harvard University ,100
2,Spain University of Barcelona ,90.04
3,Canada University of Toronto ,87.45
4,USA University of North Carolina at Chapel Hill ,87.03
5,USA University of Michigan ,86.65
6,USA Johns Hopkins University ,86.38
7,Belgium Katholieke Universiteit Leuven ,85.76
8,USA University of Pittsburgh ,84.99
9,USA University of Pennsylvania ,84.62
10,Netherlands University of Amsterdam ,84.45
,,
,,
,,
,,
GENETICS & HEREDITY,,
,,
World Rank,Institution,Score
1,USA Harvard University ,100
2,USA Massachusetts Institute of Technology ,89.44
3,United Kingdom University of Oxford ,88.86
4,United Kingdom University of Cambridge ,88.13
5,USA University of Washington ,87.68
6,Canada University of Toronto ,86.7
7,USA University of Pennsylvania ,86.38
8,USA Stanford University ,86.23
9,United Kingdom University College London ,86.01
10,USA University of Michigan ,84.36
,,
,,
,,
,,
GEOCHEMISTRY & GEOPHYSICS,,
,,
World Rank,Institution,Score
1,Switzerland Swiss Federal Institute of Technology in Zurich ,100
2,USA California Institute of Technology ,96.19
3,Japan University of Tokyo ,91.96
4,France Grenoble Alpes University ,91.22
5,"USA University of California, Berkeley ",90.96
6,United Kingdom University of Cambridge ,90.4
7,USA Columbia University ,89.43
8,Australia Australian National University ,88.92
9,France Pierre-and-Marie-Curie University ,88.88
10,United Kingdom University of Bristol ,88.58
,,
,,
,,
,,
GEOGRAPHY,,
,,
World Rank,Institution,Score
1,United Kingdom University of Oxford ,100
2,United Kingdom University of Manchester ,97.04
3,United Kingdom Durham University ,95.57
3,Canada University of British Columbia ,95.57
5,United Kingdom University College London ,92.75
6,United Kingdom University of Sheffield ,92.27
6,Canada University of Toronto ,92.27
8,Netherlands Wageningen University and Research Centre ,91.08
9,United Kingdom University of East Anglia ,90.73
9,United Kingdom University of Leeds ,90.73
,,
,,
,,
,,
"GEOGRAPHY, PHYSICAL",,
,,
World Rank,Institution,Score
1,Netherlands Utrecht University ,100
2,United Kingdom University of Oxford ,99.18
3,United Kingdom Durham University ,98.32
4,Switzerland University of Bern ,97.16
5,Denmark University of Copenhagen ,96.72
6,Sweden Stockholm University ,96.1
7,France Grenoble Alpes University ,95.36
7,Switzerland Swiss Federal Institute of Technology in Zurich ,95.36
9,United Kingdom University of Cambridge ,93.78
10,Germany University of Bremen ,93.68
,,
,,
,,
,,
GEOLOGY,,
,,
World Rank,Institution,Score
1,China China University of Geosciences (Beijing) ,100
2,Switzerland Swiss Federal Institute of Technology in Zurich ,98.54
3,USA University of Texas at Austin ,98.37
4,Australia University of Western Australia ,96.79
5,Canada University of Alberta ,94.05
6,United Kingdom University of Leeds ,93.19
7,United Kingdom Durham University ,92.97
8,United Kingdom University of Cambridge ,92.53
9,China China University of Geosciences (Wuhan) ,91.6
9,USA Stanford University ,91.6
9,Australia University of Melbourne ,91.6
,,
,,
,,
,,
"GEOSCIENCES, MULTIDISCIPLINARY",,
,,
World Rank,Institution,Score
1,USA University of Colorado Boulder ,100
2,USA California Institute of Technology ,97.2
3,"USA University of California, Los Angeles ",96.21
4,"USA University of California, Berkeley ",95.94
5,USA University of Washington ,91.77
6,USA Columbia University ,91.74
7,Switzerland Swiss Federal Institute of Technology in Zurich ,91.38
8,France Pierre-and-Marie-Curie University ,91.36
9,Japan University of Tokyo ,90.55
10,USA Johns Hopkins University ,89.91
,,
,,
,,
,,
GERIATRICS & GERONTOLOGY,,
,,
World Rank,Institution,Score
1,USA Harvard University ,100
2,USA University of Pittsburgh ,99.72
3,"USA University of California, San Francisco ",96
4,USA Johns Hopkins University ,95.45
5,USA University of Washington ,91.89
6,USA Wake Forest University ,90.31
7,"USA University of California, Los Angeles ",90.25
8,United Kingdom University College London ,89.26
9,USA University of Michigan ,89.19
10,USA Duke University ,88.64
,,
,,
,,
,,
GERONTOLOGY,,
,,
World Rank,Institution,Score
1,USA University of Pittsburgh ,100
2,USA Harvard University ,96.6
3,USA Johns Hopkins University ,94.72
4,"USA University of California, San Francisco ",94.21
5,USA University of Michigan ,93.25
6,USA Duke University ,89.34
7,"USA University of California, Los Angeles ",89.08
8,USA University of Washington ,88.43
9,USA Wake Forest University ,87.88
10,USA Yale University ,86.51
,,
,,
,,
,,
Green & Sustainable Science & Technology,,
,,
World Rank,Institution,Score
1,China University of Chinese Academy of Sciences ,100
2,Germany RWTH Aachen University ,93.7
3,Belgium Katholieke Universiteit Leuven ,91.71
4,China Nankai University ,89.18
5,China University of Science and Technology of China ,88.84
6,United Kingdom Queen's University Belfast ,88.5
7,China Dalian University of Technology ,86.7
8,USA University of Wisconsin–Madison ,86.32
9,USA Georgia Institute of Technology ,85.93
9,Australia Monash University ,85.93
9,China Zhejiang University ,85.93
,,
,,
,,
,,
HEALTH CARE SCIENCES & SERVICES,,
,,
World Rank,Institution,Score
1,USA Harvard University ,100
2,Canada University of Toronto ,86.85
3,"USA University of California, San Francisco ",86.68
4,USA Johns Hopkins University ,85.16
5,USA University of Michigan ,84.87
6,"USA University of California, Los Angeles ",84.01
7,USA University of Pennsylvania ,83.43
8,USA University of Washington ,82.7
9,USA Yale University ,79.96
10,USA Stanford University ,79.4
,,
,,
,,
,,
HEALTH POLICY & SERVICES,,
,,
World Rank,Institution,Score
1,USA Harvard University ,100
2,USA University of Michigan ,86.46
3,"USA University of California, Los Angeles ",85.86
4,USA Johns Hopkins University ,85.73
5,USA University of Pennsylvania ,84.5
6,USA University of Washington ,84.33
7,Canada University of Toronto ,83.22
8,USA Yale University ,82.61
9,USA Columbia University ,82.06
10,"USA University of California, San Francisco ",81.89
,,
,,
,,
,,
HEMATOLOGY,,
,,
World Rank,Institution,Score
1,USA Harvard University ,100
2,USA University of Texas MD Anderson Cancer Center ,87.54
3,USA University of Pennsylvania ,86.97
4,United Kingdom University College London ,85.64
5,Canada University of Toronto ,84.43
6,Netherlands Erasmus University Rotterdam ,83.89
7,USA University of Washington ,83.69
8,Netherlands Leiden University ,82.98
9,Sweden Karolinska Institute ,82.96
10,USA Stanford University ,82.45
,,
,,
,,
,,
HISTORY,,
,,
World Rank,Institution,Score
1,United Kingdom University of Cambridge ,100
2,United Kingdom University of Oxford ,97.75
3,United Kingdom London School of Economics ,85.82
4,USA Harvard University ,85.47
5,United Kingdom University of Warwick ,79.32
6,USA Yale University ,76.25
7,USA University of Michigan ,75.69
8,"USA University of California, Los Angeles ",74.52
9,USA Columbia University ,73.92
10,USA University of Chicago ,71.29
,,
,,
,,
,,
HISTORY & PHILOSOPHY OF SCIENCE,,
,,
World Rank,Institution,Score
1,USA University of Pittsburgh ,100
2,United Kingdom University of Oxford ,97.71
3,United Kingdom London School of Economics ,97.09
4,USA University of Wisconsin–Madison ,94.12
5,Canada University of Toronto ,89.42
6,USA Cornell University ,88.53
7,Australia Australian National University ,88.07
8,Netherlands University of Amsterdam ,86.15
9,United Kingdom University of Cambridge ,85.64
10,USA Michigan State University ,85.12
10,United Kingdom University of Edinburgh ,85.12
10,USA University of Pennsylvania ,85.12
,,
,,
,,
,,
HISTORY OF SOCIAL SCIENCES,,
,,
World Rank,Institution,Score
1,United Kingdom University of Oxford ,100
2,United Kingdom London School of Economics ,98.53
3,United Kingdom University of Cambridge ,96.62
4,United Kingdom University of Warwick ,89.27
4,Netherlands Utrecht University ,89.27
6,USA Harvard University ,84.18
7,Spain Carlos III University of Madrid ,83.6
8,United Kingdom University of Nottingham ,83.01
9,United Kingdom University of Reading ,81.78
10,United Kingdom University of Glasgow ,81.13
,,
,,
,,
,,
HORTICULTURE,,
,,
World Rank,Institution,Score
1,China Huazhong Agricultural University ,100
2,"USA University of California, Davis ",99.79
3,China China Agricultural University ,98.83
4,China Nanjing Agricultural University ,98.28
5,Netherlands Wageningen University and Research Centre ,96.63
6,China Zhejiang University ,92.55
7,Germany University of Hohenheim ,91.13
8,China Northwest A&F University ,90.8
9,USA University of Florida ,90.63
10,USA Cornell University ,88.69
,,
,,
,,
,,
"HOSPITALITY, LEISURE, SPORT & TOURISM",,
,,
World Rank,Institution,Score
1,Hong Kong Hong Kong Polytechnic University ,100
2,Australia University of Queensland ,93.49
3,Australia Griffith University ,91.84
4,United Kingdom University of Birmingham ,88.47
5,United Kingdom University of Surrey ,87.42
6,USA Texas A&M University ,86.31
7,USA Arizona State University ,83.88
8,USA Purdue University ,82.54
9,United Kingdom Loughborough University ,81.97
10,USA Pennsylvania State University ,79.86
10,USA University of Florida ,79.86
,,
,,
,,
,,
IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY,,
,,
World Rank,Institution,Score
1,USA California Institute of Technology ,100
2,"USA University of Maryland, College Park ",99.31
3,France Paul Sabatier University - Toulouse III ,93.41
4,China Wuhan University ,90.8
5,China Beijing Normal University ,87.99
6,USA Harvard University ,86.33
7,Canada University of British Columbia ,85.51
8,Spain University of Valencia ,84.05
9,China Xidian University ,83.74
10,USA University of Michigan ,83.11
,,
,,
,,
,,
IMMUNOLOGY,,
,,
World Rank,Institution,Score
1,USA Harvard University ,100
2,USA Johns Hopkins University ,92.33
3,"USA University of California, San Francisco ",89.03
4,USA University of Washington ,87.38
5,United Kingdom Imperial College London ,86.09
6,United Kingdom University of Oxford ,86.07
7,USA University of Pennsylvania ,85.42
8,USA Emory University ,84.39
9,USA Yale University ,84.06
10,United Kingdom University College London ,83.75
,,
,,
,,
,,
INDUSTRIAL RELATIONS & LABOR,,
,,
World Rank,Institution,Score
1,USA Cornell University ,100
2,United Kingdom London School of Economics ,94.01
3,United Kingdom Cardiff University ,91.3
4,United Kingdom University of Warwick ,90.82
5,"USA University of California, Berkeley ",85.34
5,United Kingdom University of Manchester ,85.34
7,USA Harvard University ,84.07
8,USA Columbia University ,83.41
8,Canada University of Toronto ,83.41
10,USA University of Minnesota ,82.73
,,
,,
,,
,,
INFECTIOUS DISEASES,,
,,
World Rank,Institution,Score
1,USA Harvard University ,100
2,USA Johns Hopkins University ,98.92
3,"USA University of California, San Francisco ",93.62
4,USA University of Washington ,91.98
5,United Kingdom University College London ,89.43
6,United Kingdom Imperial College London ,88.76
7,United Kingdom London School of Hygiene & Tropical Medicine ,88.23
8,"USA University of California, Los Angeles ",85.74
9,United Kingdom University of Oxford ,85.72
10,USA University of North Carolina at Chapel Hill ,85.62
,,
,,
,,
,,
INFORMATION SCIENCE & LIBRARY SCIENCE,,
,,
World Rank,Institution,Score
1,USA Harvard University ,100
2,USA Vanderbilt University ,88.2
3,USA Indiana University - Bloomington ,86.59
4,Belgium Katholieke Universiteit Leuven ,86.46
5,USA University of Arizona ,84.53
6,USA University of Washington ,84.24
7,USA University of Texas at Austin ,83.79
8,Netherlands University of Amsterdam ,83.64
9,USA Columbia University ,83.33
9,"USA University of Maryland, College Park ",83.33
,,
,,
,,
,,
INSTRUMENTS & INSTRUMENTATION,,
,,
World Rank,Institution,Score
1,China Tsinghua University ,100
2,China Zhejiang University ,98.12
3,China Huazhong University of Science and Technology ,97.31
4,China Jilin University ,96.84
5,China Harbin Institute of Technology ,94.48
6,Taiwan National Cheng Kung University ,91.93
7,Singapore Nanyang Technological University ,91.61
8,Japan University of Tokyo ,91.48
9,China Beihang University ,90.53
10,South Korea KAIST ,89.37
,,
,,
,,
,,
INTEGRATIVE & COMPLEMENTARY MEDICINE,,
,,
World Rank,Institution,Score
1,Taiwan China Medical University (Taiwan) ,100
2,South Korea Kyung Hee University ,96.18
3,China Shanghai University of Traditional Chinese Medicine ,93.33
4,China Beijing University of Chinese Medicine ,92.48
5,China Nanjing University of Chinese Medicine ,88.69
6,Hong Kong Chinese University of Hong Kong ,83.81
7,Taiwan Taipei Medical University ,83.68
8,China Guangzhou University of Chinese Medicine ,83.54
9,Taiwan National Yang-Ming University ,81.27
10,China Chinese Academy of Medical Sciences & Peking Union Medical College ,80.33
10,South Korea Seoul National University ,80.33
,,
,,
,,
,,
INTERNATIONAL RELATIONS,,
,,
World Rank,Institution,Score
1,USA Harvard University ,100
2,United Kingdom London School of Economics ,95.3
3,USA Stanford University ,93.13
4,USA Princeton University ,92.35
5,USA Duke University ,92.09
6,USA Georgetown University ,91.55
6,Canada University of British Columbia ,91.55
8,USA Columbia University ,89.84
9,"USA University of California, San Diego ",89.54
10,United Kingdom University of Essex ,88.61
,,
,,
,,
,,
LAW,,
,,
World Rank,Institution,Score
1,USA Harvard University ,100
2,USA University of Chicago ,99.47
3,USA New York University ,98.66
4,USA Yale University ,93.78
5,USA Columbia University ,93.27
6,USA University of Pennsylvania ,92.9
7,USA University of Virginia ,91.79
8,"USA University of California, Berkeley ",91.67
9,USA Duke University ,90.03
10,USA Stanford University ,89.84
,,
,,
,,
,,
LIMNOLOGY,,
,,
World Rank,Institution,Score
1,USA University of Arizona ,100
2,"USA University of California, Berkeley ",99.01
3,Switzerland Swiss Federal Institute of Technology in Zurich ,96.59
4,USA University of Illinois at Urbana–Champaign ,92.63
5,USA University of Colorado Boulder ,91.55
6,Netherlands Delft University of Technology ,90.99
7,Italy University of Padua ,90.8
7,USA University of Texas at Austin ,90.8
9,Switzerland Swiss Federal Institute of Technology in Lausanne ,90.21
10,USA Princeton University ,89.19
,,
,,
,,
,,
LINGUISTICS,,
,,
World Rank,Institution,Score
1,Netherlands Radboud University Nijmegen ,100
2,USA University of Illinois at Urbana–Champaign ,98.39
3,United Kingdom University College London ,97.89
4,Canada University of Toronto ,94.45
5,United Kingdom University of Edinburgh ,93.71
6,USA University of Wisconsin–Madison ,93.32
7,USA Pennsylvania State University ,92.93
8,USA Ohio State University ,91.98
9,"USA University of Maryland, College Park ",91.7
10,USA Harvard University ,91.56
,,
,,
,,
,,
LOGIC,,
,,
World Rank,Institution,Score
1,France Paris Diderot University - Paris 7 ,100
2,Austria University of Vienna ,92.3
3,United Kingdom University of Oxford ,91.95
4,USA Carnegie Mellon University ,89.68
4,Israel Hebrew University of Jerusalem ,89.68
6,United Kingdom University of Leeds ,86.7
7,"USA University of California, Berkeley ",83.79
8,USA University of Wisconsin–Madison ,83.27
9,France Claude Bernard University Lyon 1 ,82.18
9,Germany Darmstadt University of Technology ,82.18
,,
,,
,,
,,
MANAGEMENT,,
,,
World Rank,Institution,Score
1,USA Harvard University ,100
2,USA University of Pennsylvania ,93.43
3,USA University of Michigan ,92.75
4,USA University of Minnesota ,90.26
5,"USA University of Maryland, College Park ",89.53
6,France INSEAD ,89.33
6,USA Michigan State University ,89.33
8,USA Stanford University ,89.18
9,USA Columbia University ,88.81
10,Netherlands Erasmus University Rotterdam ,88.6
,,
,,
,,
,,
MARINE & FRESHWATER BIOLOGY,,
,,
World Rank,Institution,Score
1,Australia James Cook University ,100
2,China Ocean University of China ,90.99
3,Australia University of Queensland ,89.52
4,Australia University of Tasmania ,87.06
5,Denmark Aarhus University ,86.25
6,France Pierre-and-Marie-Curie University ,85.52
7,Portugal University of Porto ,85.39
8,USA Oregon State University ,85.2
9,Norway University of Bergen ,84.88
10,Portugal University of Lisbon ,84.81
,,
,,
,,
,,
"MATERIALS SCIENCE, BIOMATERIALS",,
,,
World Rank,Institution,Score
1,USA Harvard University ,100
2,Singapore National University of Singapore ,98.98
3,China Shanghai Jiao Tong University ,98.33
4,South Korea Seoul National University ,97.08
5,China Zhejiang University ,96.36
6,China Fudan University ,95.38
7,China Sichuan University ,94.8
8,USA Massachusetts Institute of Technology ,94.35
9,China Peking University ,93.34
10,Taiwan National Taiwan University ,92.68
,,
,,
,,
,,
